Attack 9 10	
, O , O
her B-Individual PRP$ O
younger O JJR O
sister B-Individual NN O
who B-Individual WP O
wants O VBZ O
to O TO O
be O VB O
in O IN O
the O DT O
Army B-Government NNP O
, O , O
just O RB O
around O IN O
the O DT O
same O JJ O
time O NN O
as O IN O
Jessica B-Individual NNP B-Artifact
is O VBZ O
going O VBG O
to O TO O
be O VB O
arriving O VBG B-Transport-T
at O IN O
Ramstein B-Airport NNP B-Destination
, O , O
the O DT O
air O NN O
base B-Airport NN O
in O IN O
Germany B-Nation NNP O
for O IN O
some O DT O
serious O JJ O
medical O JJ O
treatment O NN O

Transport 27 28	Artifact 26 27	Destination 31 32	Destination 35 37	
Also O RB O
the O DT O
Pentagon B-Government NNP O
is O VBZ O
seeing O VBG O
lighter O JJR O
than O IN O
expected O VBN O
resistance O NN O
indicating O VBG O
at O IN O
least O JJS O
that O IN O
they B-Government PRP O
may O MD O
have O VB O
really O RB O
seriously O RB O
degraded O JJ O
those O DT O
Republican B-Government NNP O
Guard I-Government NNP O
divisions B-Group NNS O
before O IN O
the O DT O
U.S. O NNP O
troops B-Group NNS B-Artifact
arrived O VBD B-Transport-T
, O , O
both O CC O
in O IN O
Karbala B-Population-Center NNP B-Destination
and O CC O
also O RB O
in O IN O
Al B-Population-Center NNP B-Destination
Kut I-Population-Center NNP I-Destination

Attack 9 10	Target 4 5	
Military B-Government JJ O
officials B-Group NNS O
say O VBP O
39 O CD O
Americans B-Group NNPS B-Target
have O VBP O
been O VBN O
killed O VBN O
in O IN O
combat O NN B-Attack-T
, O , O
9 O CD O
more B-Group JJR O
by O IN O
friendly O JJ O
fire O NN O
or O CC O
an O DT O
accident O NN O

Injure 21 22	Victim 20 21	
Iraq B-Nation NNP O
does O VBZ O
not O RB O
report O VB O
on O IN O
its B-Nation PRP$ O
military B-Government JJ O
casualties O NNS O
, O , O
but O CC O
Iraqi B-Nation JJ O
officials B-Group NNS O
say O VBP O
420 O CD O
civilians B-Group NNS O
have O VBP O
been O VBN O
killed O VBN O
and O CC O
about O IN O
4,000 B-Group CD B-Victim
injured O VBN B-Injure-T

Attack 10 11	
Britain B-Nation NNP O
reports O VBZ O
6 B-Group CD O
of O IN O
its B-Nation PRP$ O
troops O NNS O
have O VBP O
been O VBN O
killed O VBN O
by O IN O
combat O NN B-Attack-T
, O , O
19 O CD O
more B-Group JJR O
in O IN O
nonhostile O JJ O
action O NN O
and O CC O
2 O CD O
deaths O NNS O
have O VBP O
not O RB O
been O VBN O
classified O VBN O

Attack 15 16	Target 12 13	
Military B-Government JJ O
officials B-Group NNS O
say O VBP O
39 O CD O
Americans B-Group NNPS O
have O VBP O
been O VBN O
killed O VBN O
in O IN O
combat O NN O
, O , O
9 O CD O
more B-Group JJR B-Target
by O IN O
friendly O JJ O
fire O NN B-Attack-T
or O CC O
an O DT O
accident O NN O

Transport 9 10	Artifact 8 9	Destination 11 12	
Could O MD O
be O VB O
the O DT O
most O RBS O
loyal O JJ O
fighters B-Group NNS O
left O VBD O
as O IN O
they B-Group PRP B-Artifact
draw O VBP B-Transport-T
into O IN O
Baghdad B-Population-Center NNP B-Destination

Attack 17 18	Target 14 15	
They B-Group PRP O
also O RB O
are O VBP O
careful O JJ O
to O TO O
point O VB O
out O RP O
that O IN O
even O RB O
while O IN O
they B-Group PRP O
say O VBP O
that O IN O
the O DT O
division B-Group NN B-Target
has O VBZ O
been O VBN O
destroyed O VBN B-Attack-T
, O , O
they B-Group PRP O
do O VBP O
n't O RB O
mean O VB O
every O DT O
single O JJ O
person B-Individual NN O
has O VBZ O
been O VBN O
killed O VBN O

Transport 5 6	Artifact 0 1	Destination 7 8	
We B-Group PRP B-Artifact
are O VBP O
not O RB O
expecting O VBG O
to O TO O
drive O VB B-Transport-T
into O IN O
Baghdad B-Population-Center NNP B-Destination
suddenly O RB O
and O CC O
seize O VB O
it B-Population-Center PRP O
in O IN O
a O DT O
coup O NN O
de O IN O
mains O NNS O
, O , O
or O CC O
anything O NN O
like O IN O
that O DT O

Transport 8 10	Artifact 7 8	Destination 11 12	
But O CC O
the O DT O
Pentagon B-Government NNP O
officials B-Group NNS O
stress O VBP O
that O IN O
as O IN O
they B-Group PRP B-Artifact
close O RB B-Transport-T
in O IN I-Transport-T
on O IN O
Baghdad B-Population-Center NNP B-Destination
, O , O
this O DT O
becomes O VBZ O
the O DT O
real O JJ O
dangerous O JJ O
part O NN O
as O IN O
they B-Group PRP O
enter O VBP O
that O IN O
so- O JJ O
called O VBN O
red O JJ O
zone O NN O
where O WRB O
Saddam B-Individual NNP O
Hussein I-Individual NNP O
is O VBZ O
believed O VBN O
to O TO O
have O VB O
given O VBN O
his B-Individual PRP$ O
commanders B-Group NNS O
authority O NN O
to O TO O
use O VB O
chemical O JJ O
weapons B-Chemical NNS O
, O , O
and O CC O
that O IN O
use O NN O
of O IN O
chemical O NN O
weapons B-Chemical NNS O
remains O VBZ O
a O DT O
real O JJ O
fear O NN O
at O IN O
the O DT O
Pentagon B-Building-Grounds NNP O

Attack 3 4	
Could O MD O
be O VB O
urban O JJ O
combat O NN B-Attack-T

Die 17 18	Victim 14 15	
Iraq B-Nation NNP O
does O VBZ O
not O RB O
report O VB O
on O IN O
its B-Nation PRP$ O
military B-Government JJ O
casualties O NNS O
, O , O
but O CC O
Iraqi B-Nation JJ O
officials B-Group NNS O
say O VBP O
420 O CD O
civilians B-Group NNS B-Victim
have O VBP O
been O VBN O
killed O VBN B-Die-T
and O CC O
about O IN O
4,000 B-Group CD O
injured O VBN O

Die 19 20	
Britain B-Nation NNP O
reports O VBZ O
6 B-Group CD O
of O IN O
its B-Nation PRP$ O
troops O NNS O
have O VBP O
been O VBN O
killed O VBN O
by O IN O
combat O NN O
, O , O
19 O CD O
more B-Group JJR O
in O IN O
nonhostile O JJ O
action O NN O
and O CC O
2 O CD O
deaths O NNS B-Die-T
have O VBP O
not O RB O
been O VBN O
classified O VBN O

Attack 12 13	
That O DT O
's O VBZ O
CNN B-Media NNP O
's O POS O
Karl B-Individual NNP O
Penhaul I-Individual NNP O
with O IN O
the O DT O
very O RB O
latest O JJS O
from O IN O
the O DT O
battlefront O NN B-Attack-T

Injure 7 8	
Iraq B-Nation NNP O
does O VBZ O
not O RB O
report O VB O
on O IN O
its B-Nation PRP$ O
military B-Government JJ O
casualties O NNS B-Injure-T
, O , O
but O CC O
Iraqi B-Nation JJ O
officials B-Group NNS O
say O VBP O
420 O CD O
civilians B-Group NNS O
have O VBP O
been O VBN O
killed O VBN O
and O CC O
about O IN O
4,000 B-Group CD O
injured O VBN O

Transport 6 7	Artifact 3 5	Destination 8 9	
The O DT O
Army B-Government NNP O
's O POS O
3rd B-Group JJ B-Artifact
Infantry I-Group NNP I-Artifact
has O VBZ O
punched O VBN B-Transport-T
through O IN O
Karbala B-Population-Center NNP B-Destination
, O , O
meeting O VBG O
only O RB O
light O JJ O
resistance O NN O
from O IN O
the O DT O
Medina B-Group NNP O
Republican I-Group NNP O
Guard I-Group NNP O
, O , O
and O CC O
moving O VBG O
along O IN O
highway B-Path NN O
nine I-Path CD O
within O IN O
25 O CD O
miles O NNS O
of O IN O
Baghdad B-Population-Center NNP O

Die 8 9	Victim 2 3	Victim 13 14	
Britain B-Nation NNP O
reports O VBZ O
6 B-Group CD B-Victim
of O IN O
its B-Nation PRP$ O
troops O NNS O
have O VBP O
been O VBN O
killed O VBN B-Die-T
by O IN O
combat O NN O
, O , O
19 O CD O
more B-Group JJR B-Victim
in O IN O
nonhostile O JJ O
action O NN O
and O CC O
2 O CD O
deaths O NNS O
have O VBP O
not O RB O
been O VBN O
classified O VBN O

Attack 24 25	
Well O RB O
, O , O
at O IN O
the O DT O
Pentagon B-Government NNP O
briefing O NN O
this B-Time DT O
afternoon I-Time NN O
, O , O
officials B-Group NNS O
describing O VBG O
several O JJ O
units B-Group NNS O
of O IN O
the O DT O
Republican B-Government NNP O
Guard I-Government NNP O
as O IN O
effectively O RB O
no O DT O
longer O JJR O
being O VBG O
a O DT O
credible O JJ O
fighting O VBG B-Attack-T
force B-Group NN O

Attack 29 30	
At O IN O
the B-Time DT O
same I-Time JJ O
time I-Time NN O
, O , O
the O DT O
Marines B-Group NNPS O
from O IN O
the O DT O
1st B-Government JJ O
Division I-Government NN O
have O VBP O
secured O VBN O
a O DT O
key O JJ O
Tigris B-Water-Body NNP O
River I-Water-Body NNP O
crossing B-Path VBG O
near O IN O
Al B-Population-Center NNP O
Kut I-Population-Center NNP O
and O CC O
reported O VBD O
to O TO O
have O VB O
essentially O RB O
destroyed O VBN O
the O DT O
combat O NN O
fighting O NN B-Attack-T
ability O NN O
of O IN O
that O DT O
light O JJ O
infantry O JJ O
Baghdad B-Population-Center NNP O
division B-Group NN O
that B-Group WDT O
was O VBD O
supposed O VBN O
to O TO O
be O VB O
providing O VBG O
defense O NN O
down O IN O
there O EX O

Attack 16 17	Attacker 7 8	Target 13 14	
So O RB O
, O , O
in O IN O
regard O NN O
to O TO O
that O DT O
, O , O
we B-Group PRP B-Attacker
are O VBP O
paying O VBG O
great O JJ O
attention O NN O
to O TO O
their B-Group PRP$ B-Target
ability O NN O
to O TO O
defend O VB B-Attack-T
on O IN O
the O DT O
ground B-Land-Region-Natural NN O

Transport 12 13	Time-Within 0 5	Agent 8 11	Artifact 15 16	Origin 19 20	
In B-Time IN B-Time-Within
less I-Time JJR I-Time-Within
than I-Time IN I-Time-Within
24 I-Time CD I-Time-Within
hours I-Time NNS I-Time-Within
, O , O
the O DT O
U.S. O NNP O
101st B-Group CD B-Agent
Airborne I-Group NNP I-Agent
Division I-Group NNP I-Agent
has O VBZ O
driven O VBN B-Transport-T
Iraqi B-Nation JJ O
Fedayeen B-Government NNP O
fighters B-Group NNS B-Artifact
from O IN O
the O DT O
key O JJ O
city B-Population-Center NN B-Origin
of O IN O
Najaf B-Population-Center NNP O
, O , O
pushed O VBD O
north O RB O
in O IN O
a O DT O
several-pronged O JJ O
attack O NN O

Attack 12 13	
Let O VB O
's O PRP O
get O VB O
the O DT O
very O RB O
latest O JJS O
from O IN O
the O DT O
Pentagon B-Government NNP O
for O IN O
the O DT O
overall O JJ O
war O NN B-Attack-T
picture O NN O
as O IN O
they B-Government PRP O
see O VBP O
it O PRP O

Attack 20 21	Place 19 20	Time-Ending 21 24	
Jamie B-Individual NNP O
, O , O
these O DT O
descriptions O NNS O
of O IN O
the O DT O
weakening O NN O
of O IN O
the O DT O
Republican B-Government NNP O
Guard I-Government NNP O
begin O VB O
to O TO O
bring O VB O
back O RP O
memories O NNS O
of O IN O
the O DT O
first O JJ O
Gulf B-Land-Region-Natural NNP B-Place
War O NNP B-Attack-T
12 B-Time CD B-Time-Ending
years I-Time NNS I-Time-Ending
ago I-Time IN I-Time-Ending

Attack 28 29	Attacker 8 11	
In B-Time IN O
less I-Time JJR O
than I-Time IN O
24 I-Time CD O
hours I-Time NNS O
, O , O
the O DT O
U.S. O NNP O
101st B-Group CD B-Attacker
Airborne I-Group NNP I-Attacker
Division I-Group NNP I-Attacker
has O VBZ O
driven O VBN O
Iraqi B-Nation JJ O
Fedayeen B-Government NNP O
fighters B-Group NNS O
from O IN O
the O DT O
key O JJ O
city B-Population-Center NN O
of O IN O
Najaf B-Population-Center NNP O
, O , O
pushed O VBD O
north O RB O
in O IN O
a O DT O
several-pronged O JJ O
attack O NN B-Attack-T

Die 28 29	Victim 25 26	
They B-Group PRP O
also O RB O
are O VBP O
careful O JJ O
to O TO O
point O VB O
out O RP O
that O IN O
even O RB O
while O IN O
they B-Group PRP O
say O VBP O
that O IN O
the O DT O
division B-Group NN O
has O VBZ O
been O VBN O
destroyed O VBN O
, O , O
they B-Group PRP O
do O VBP O
n't O RB O
mean O VB O
every O DT O
single O JJ O
person B-Individual NN B-Victim
has O VBZ O
been O VBN O
killed O VBN B-Die-T

Attack 3 4	Attacker 2 3	
Simply O RB O
that O IN O
its B-Group PRP$ B-Attacker
combat O NN B-Attack-T
effectiveness O NN O
has O VBZ O
been O VBN O
eliminated O VBN O
- O : O
Judy B-Individual NNP O

Attack 9 10	Attacker 6 7	
Furthermore O RB O
, O , O
the O DT O
United B-Nation NNP O
States I-Nation NNPS O
supported O VBD O
him B-Individual PRP B-Attacker
in O IN O
the O DT O
war O NN B-Attack-T
against O IN O
Iran B-Nation NNP O

Die 8 9	Agent 5 7	Victim 15 16	
What O WP O
I B-Individual PRP O
do O VBP O
know O VB O
is O VBZ O
Saddam B-Individual NNP B-Agent
Hussein I-Individual NNP I-Agent
has O VBZ O
butchered O VBN B-Die-T
over O IN O
a O DT O
million O CD O
of O IN O
his B-Individual PRP$ O
own O JJ O
citizens B-Group NNS B-Victim

Attack 5 6	
I B-Individual PRP O
'm O VBP O
not O RB O
crazy O JJ O
about O IN O
it O PRP B-Attack-T
myself B-Individual PRP O

Attack 21 22	Place 8 9	Attacker 16 17	Target 23 24	
For O IN O
example O NN O
-- O : O
wait O VB O
a O DT O
second O JJ O
-- O : O
in O IN O
Iran B-Nation NNP B-Place
, O , O
the O DT O
reason O NN O
that O IN O
you B-Indeterminate PRP O
had O VBD O
Ayatollah B-Individual NNP O
Khomeini B-Individual NNP B-Attacker
in O IN O
power O NN O
is O VBZ O
he B-Individual PRP O
overthrew O VBD B-Attack-T
the O DT O
Shah B-Individual NNP B-Target

Attack 1 2	Attacker 0 1	
We B-Nation PRP B-Attacker
overthrew O VBD B-Attack-T
( O CD O
UNINTELLIGIBLE O JJ O
) O NN O
and O CC O
put O VBD O
the B-Job-Title DT O
Shah I-Job-Title NNP O
of I-Job-Title IN O
Iran I-Job-Title NNP O
in O IN O
power O NN O

Die 21 22	Victim 10 11	Victim 12 13	
When O WRB O
the O DT O
guns B-Shooting NNS O
begin O VBP O
to O TO O
fire O NN O
, O , O
when O WRB O
the O DT O
American B-Nation JJ O
men B-Group NNS B-Victim
and O CC O
women B-Group NNS B-Victim
are O VBP O
in O IN O
harm O NN O
's O POS O
way O NN O
and O CC O
may O MD O
be O VB O
dying O VBG B-Die-T
, O , O
is O VBZ O
that O IN O
now B-Time RB O
the O DT O
time O NN O
for O IN O
you B-Individual PRP O
and O CC O
your B-Individual PRP$ O
allies B-Group NNS O
to O TO O
shut O VB O
up O RP O
and O CC O
support O VBP O
the O DT O
troops B-Group NNS O

Attack 11 12	Target 8 9	Attacker 10 11	
But O CC O
the O DT O
problem O NN O
with O IN O
Khomeini B-Individual NNP O
was O VBD O
that O IN O
the O DT O
guy B-Individual NN B-Target
who B-Individual WP O
he B-Individual PRP B-Attacker
overthrew O VBD B-Attack-T
was O VBD O
put O VBN O
in O IN O
power O NN O
by O IN O
the O DT O
United B-Nation NNP O
States I-Nation NNPS O

Attack 10 11	
What O WP O
we B-Group PRP O
're O VBP O
talking O VBG O
about O RB O
is O VBZ O
the O DT O
unpredictable O JJ O
nature O NN O
of O IN O
war O NN B-Attack-T
and O CC O
what O WP O
could O MD O
happen O VB O
in O IN O
this O DT O
war O NN O

Attack 13 14	Attacker 10 11	Place 18 19	
You B-Individual PRP O
do O VBP O
n't O RB O
know O VB O
what O WP O
happens O VBZ O
when O WRB O
the O DT O
most O RBS O
powerful O JJ O
nation B-Nation NN B-Attacker
on O IN O
Earth B-Celestial NNP O
invades O VBZ B-Attack-T
and O CC O
occupies O VBZ O
a O DT O
Muslim B-Group JJ O
nation B-Nation NN B-Place
and O CC O
kills O VBZ O
tens O NNS O
of O IN O
thousands O NNS O
of O IN O
people B-Group NNS O

Die 20 21	Agent 10 11	Place 18 19	Victim 25 26	
You B-Individual PRP O
do O VBP O
n't O RB O
know O VB O
what O WP O
happens O VBZ O
when O WRB O
the O DT O
most O RBS O
powerful O JJ O
nation B-Nation NN B-Agent
on O IN O
Earth B-Celestial NNP O
invades O VBZ O
and O CC O
occupies O VBZ O
a O DT O
Muslim B-Group JJ O
nation B-Nation NN B-Place
and O CC O
kills O VBZ B-Die-T
tens O NNS O
of O IN O
thousands O NNS O
of O IN O
people B-Group NNS B-Victim

Attack 51 52	Attacker 47 48	
No O DT O
, O , O
it O PRP O
's O VBZ O
so O RB O
important O JJ O
-- O : O
you B-Individual PRP O
know O VBP O
this O DT O
-- O : O
and O CC O
I B-Individual PRP O
know O VBP O
it O PRP O
's O VBZ O
fun O NN O
and O CC O
we B-Group PRP O
love O VBP O
doing O VBG O
partisan O JJ O
Punch O NNP O
& O CC O
Judy O NNP O
, O , O
but O CC O
is O VBZ O
there O EX O
ever O RB O
a O DT O
time O NN O
when O WRB O
we B-Group PRP O
stand O VBP O
up O RP O
even O RB O
if O IN O
we B-Group PRP O
respectfully O RB O
disagree O VBP O
with O IN O
the O DT O
commander B-Individual NN O
in O IN O
chief O NN O
and O CC O
those B-Group DT B-Attacker
who B-Group WP O
would O MD O
wage O VB O
war O NN B-Attack-T

Attack 17 18	
What O WP O
we B-Group PRP O
're O VBP O
talking O VBG O
about O RB O
is O VBZ O
the O DT O
unpredictable O JJ O
nature O NN O
of O IN O
war O NN O
and O CC O
what O WP O
could O MD O
happen O VB O
in O IN O
this O DT O
war O NN B-Attack-T

Injure 11 12	
And O CC O
obviously O RB O
we B-Nation PRP O
're O VBP O
going O VBG O
to O TO O
pray O VB O
that O IN O
there O EX O
's O VBZ O
fewer O JJR O
casualties O NNS B-Injure-T

Attack 10 11	
No O DT O
, O , O
I B-Individual PRP O
do O VBP O
n't O RB O
demonstrate O VB O
against O IN O
anybody B-Individual NN O
during O IN O
a O DT O
war O NN B-Attack-T

Die 19 20	Victim 15 16	Victim 17 18	
Well O UH O
it O PRP O
's O VBZ O
not O RB O
-- O : O
are O VBP O
you B-Individual PRP O
suggesting O VBG O
that O IN O
when O WRB O
tens O NNS O
and O CC O
thousands O NNS O
of O IN O
Iraqi B-Nation JJ O
women B-Group NNS B-Victim
and O CC O
children B-Group NNS B-Victim
are O VBP O
killed O VBN B-Die-T
, O , O
and O CC O
when O WRB O
young O JJ O
men B-Group NNS O
and O CC O
women B-Group NNS O
in O IN O
this O DT O
country B-Nation NN O
are O VBP O
unnecessarily O RB O
put O VBN O
at O IN O
harm O NN O
's O POS O
risk O NN O
, O , O
what O WP O
should O MD O
we B-Nation PRP O
do O VB O

Attack 8 9	
Congressman B-Individual NNP O
Sanders B-Individual NNP O
, O , O
you B-Individual PRP O
're O VBP O
opposed O VBN O
to O TO O
this O DT O
war O NN B-Attack-T

Attack 27 28	
But O CC O
here B-Population-Center RB O
in O IN O
Washington B-Population-Center NNP O
, O , O
President B-Individual NNP O
Bush B-Individual NNP O
says O VBZ O
it O PRP O
's O VBZ O
all O PDT O
a O DT O
hoax O NN O
, O , O
and O CC O
many B-Group JJ O
believe O VBP O
he B-Individual PRP O
has O VBZ O
already O RB O
made O VBN O
up O RP O
his B-Individual PRP$ O
mind O NN O
to O TO O
go O VB O
to O TO O
war O NN B-Attack-T

Injure 3 4	Victim 0 1	Instrument 6 7	Agent 11 12	
He B-Individual PRP B-Victim
died O VBD O
of O IN O
injuries O NNS B-Injure-T
from O IN O
a O DT O
grenade B-Exploding NN B-Instrument
attack O NN O
by O IN O
a O DT O
fellow O JJ O
soldier B-Individual NN B-Agent

Attack 7 8	Instrument 6 7	Attacker 11 12	
He B-Individual PRP O
died O VBD O
of O IN O
injuries O NNS O
from O IN O
a O DT O
grenade B-Exploding NN B-Instrument
attack O NN B-Attack-T
by O IN O
a O DT O
fellow O JJ O
soldier B-Individual NN B-Attacker

Die 9 10	Victim 8 9	Place 14 15	Time-Within 16 18	
Marine B-Government NNP O
Lance O NNP O
Corporal B-Individual NN O
Patrick B-Individual NNP O
Nixon I-Individual NNP O
was O VBD O
one B-Individual CD O
of O IN O
17 B-Group CD B-Victim
killed O VBN B-Die-T
in O IN O
an O DT O
ambush O NN O
near O IN O
Nasiriyah B-Population-Center NNP B-Place
on O IN O
March B-Time NNP B-Time-Within
23 I-Time CD I-Time-Within

Die 10 11	Victim 8 9	
He B-Individual PRP O
was O VBD O
21 B-Time CD O
years I-Time NNS O
old I-Time JJ O
and O CC O
the O DT O
first O JJ O
Tennessean B-Individual NN B-Victim
to O TO O
die O VB B-Die-T
in O IN O
the O DT O
war O NN O

Attack 12 13	Target 8 9	Time-Within 16 18	
Marine B-Government NNP O
Lance O NNP O
Corporal B-Individual NN O
Patrick B-Individual NNP O
Nixon I-Individual NNP O
was O VBD O
one B-Individual CD O
of O IN O
17 B-Group CD B-Target
killed O VBN O
in O IN O
an O DT O
ambush O NN B-Attack-T
near O IN O
Nasiriyah B-Population-Center NNP O
on O IN O
March B-Time NNP B-Time-Within
23 I-Time CD I-Time-Within

Die 3 4	Victim 1 2	
Two O CD O
Americans B-Group NNPS B-Victim
who B-Group WP O
gave O VBD B-Die-T
their B-Group PRP$ O
lives O NNS O
to O TO O
Operation O NNP O
Iraqi O JJ O
Freedom O NN O
were O VBD O
buried O VBN O
at O IN O
Arlington B-Building-Grounds NNP O
National I-Building-Grounds NNP O
Cemetery I-Building-Grounds NNP O
today B-Time NN O

Die 1 2	Victim 0 1	Instrument 6 7	Agent 11 12	
He B-Individual PRP B-Victim
died O VBD B-Die-T
of O IN O
injuries O NNS O
from O IN O
a O DT O
grenade B-Exploding NN B-Instrument
attack O NN O
by O IN O
a O DT O
fellow O JJ O
soldier B-Individual NN B-Agent

Attack 7 10	
Two O CD O
Americans B-Group NNPS O
who B-Group WP O
gave O VBD O
their B-Group PRP$ O
lives O NNS O
to O TO O
Operation O NNP B-Attack-T
Iraqi O JJ I-Attack-T
Freedom O NN I-Attack-T
were O VBD O
buried O VBN O
